,var_num_peaks_2_denoise_simple,var_percentile_roll50_std_20,var_mfcc_mean18,var_mfcc_mean4,start,target
36,2451,2.460991883,-0.327204205,-6.841585269,5400000,0.028495566
37,2871,2.484686375,-0.955888962,-6.699855126,5550000,11.53009728
38,2928,2.495835379,-0.847524603,-7.538638466,5700000,11.49079898
39,2793,2.466443191,-0.692697021,-7.519554673,5850000,11.45249618
40,2508,2.486932392,-0.934102349,-7.239771698,6000000,11.41309789
41,2927,2.493168281,-1.389765836,-7.09517815,6150000,11.3736996
42,3022,2.49166355,-0.876929417,-7.356663478,6300000,11.3353968
43,2804,2.488544033,-0.958828089,-6.856326566,6450000,11.29599851
44,2762,2.475522635,-1.045486137,-8.017945848,6600000,11.25769571
45,2796,2.48331178,-0.65035796,-7.700982848,6750000,11.21839742
46,2998,2.490335856,-0.918020187,-7.372581241,6900000,11.17899912
47,2415,2.454841246,-0.721514857,-7.020906532,7050000,11.14069633
48,2540,2.458454357,-0.903251501,-7.110470485,7200000,11.10129803
49,2283,2.445883245,-0.796375279,-6.283449439,7350000,11.06199974
50,2603,2.471453083,-0.938296555,-8.073378503,7500000,11.02369694
51,3131,2.474762235,-0.882770463,-8.192698301,7650000,10.98429865
52,2613,2.472712628,-0.493254221,-7.019708833,7800000,10.94599585
53,2505,2.458723908,-0.493823667,-7.27762312,7950000,10.90659756
54,2399,2.458145056,-0.333554849,-6.739925228,8100000,10.86729926
55,2629,2.472641517,-0.988642463,-7.226675371,8250000,10.82899647
56,2553,2.473950002,-1.018709574,-7.055268501,8400000,10.78959817
57,2425,2.453690261,-0.98004987,-7.809981398,8550000,10.75019988
58,2153,2.4513745,-0.572930893,-6.324511646,8700000,10.71189708
59,2449,2.468122356,-0.831776942,-8.201158101,8850000,10.67249879
60,2618,2.475759389,-0.894856896,-7.236626774,9000000,10.63419599
61,2528,2.482963878,-0.441925554,-7.664878887,9150000,10.5948977
62,2641,2.496628296,-0.547859789,-7.892689091,9300000,10.55549941
63,2694,2.481820193,-1.203858696,-7.714709414,9450000,10.51719661
64,3005,2.490821625,-1.451894162,-7.314512922,9600000,10.47779831
65,2878,2.47253808,-0.902949067,-7.614374342,9750000,10.43949552
66,3136,2.504626136,-1.118952284,-7.934137514,9900000,10.40019722
67,3072,2.482146646,-1.794188773,-6.944925834,10050000,10.36079893
68,3139,2.508528067,-1.132950927,-7.75978037,10200000,10.32249613
69,2865,2.483657999,-0.912819051,-7.199555885,10350000,10.28309784
70,3344,2.499795796,-1.321894225,-7.86606897,10500000,10.24379954
71,3685,2.533510656,-0.997455022,-8.727639402,10650000,10.20549675
72,2906,2.498186428,-1.02901382,-8.106013441,10800000,10.16609845
73,3449,2.502627866,-1.229394988,-8.101398019,10950000,10.12779566
74,3290,2.519643345,-1.585657198,-7.994377027,11100000,10.08839736
75,3165,2.508292408,-1.111231544,-7.533372989,11250000,10.04899907
76,3314,2.505399529,-0.764432252,-7.860708038,11400000,10.01069627
77,3185,2.493688127,-0.847310734,-7.536767049,11550000,9.971397978
78,3659,2.518464766,-1.691341336,-9.481500365,11700000,9.931999685
79,3455,2.515837957,-1.668907173,-8.645742377,11850000,9.893696887
80,3185,2.502192994,-0.954827326,-8.298650528,12000000,9.854298594
81,4055,2.533053247,-1.030661625,-9.547970941,12150000,9.815995796
82,4095,2.546913507,-1.467698985,-8.601797649,12300000,9.776697503
83,3296,2.526750473,-1.097239127,-8.549951081,12450000,9.73729921
84,3462,2.524469168,-1.039809693,-9.000121574,12600000,9.698996412
85,3785,2.535298763,-1.401132844,-9.779112965,12750000,9.659598119
86,4262,2.557074063,-1.238098311,-9.306571547,12900000,9.620299826
87,4178,2.535377912,-1.22520913,-8.438724248,13050000,9.581997028
88,4006,2.54339625,-1.509228955,-9.177563195,13200000,9.542598735
89,3909,2.55439966,-1.43896886,-9.274362672,13350000,9.504295937
90,4278,2.551071902,-1.325995976,-9.124740331,13500000,9.464897644
91,3471,2.52286223,-1.020157546,-8.595576407,13650000,9.425499351
92,3996,2.557744963,-1.175552984,-8.892090456,13800000,9.387196553
93,3930,2.549032182,-0.944808136,-9.227044777,13950000,9.34789826
94,4084,2.572089514,-1.338905561,-9.476310384,14100000,9.308499967
95,4433,2.577480587,-1.524470134,-10.57824344,14250000,9.270197169
96,4083,2.556282324,-1.62261712,-9.943820778,14400000,9.230798876
97,4778,2.600168202,-1.150040926,-9.683734166,14550000,9.192496077
98,4262,2.564606452,-1.72773596,-10.38834288,14700000,9.153197785
99,3956,2.555513975,-0.934257704,-7.827155956,14850000,9.113799492
100,4554,2.575360922,-1.159002396,-9.211719685,15000000,9.075496693
101,4691,2.594676897,-2.053370639,-10.65612741,15150000,9.036098401
102,5166,2.637956187,-1.74917807,-10.03194488,15300000,8.997795602
103,4521,2.57618941,-2.109518626,-9.629108947,15450000,8.958497309
104,4688,2.590215285,-1.64873719,-9.985126408,15600000,8.919099015
105,3655,2.545340939,-1.537752588,-8.999477241,15750000,8.880796217
106,4379,2.568296844,-1.848920443,-9.976721834,15900000,8.841397924
107,3936,2.547903245,-1.750166223,-9.067340273,16050000,8.801999631
108,4712,2.587006724,-1.963328749,-9.537155135,16200000,8.763696833
109,4183,2.554294949,-1.555276543,-9.692392353,16350000,8.72439854
110,4774,2.595974112,-1.985956029,-9.950518972,16500000,8.686095742
111,4471,2.570703724,-1.556807865,-9.31790901,16650000,8.646697449
112,4148,2.561114484,-0.928942606,-8.627258229,16800000,8.607299156
113,4864,2.591921715,-1.883009694,-10.24609804,16950000,8.568996358
114,4617,2.593968739,-1.996689506,-10.06854406,17100000,8.529698065
115,5131,2.620307944,-1.759728641,-9.760982026,17250000,8.490299772
116,4948,2.602519872,-1.875869839,-10.66880449,17400000,8.451996974
117,4840,2.60678186,-1.962031348,-9.778968588,17550000,8.412598681
118,4739,2.607944107,-1.610065733,-9.16577742,17700000,8.374295883
119,4991,2.624569402,-2.000268961,-10.25715959,17850000,8.33499759
120,4782,2.579144386,-1.382479306,-9.624965028,18000000,8.295599297
121,5214,2.620393169,-2.325321406,-9.774381664,18150000,8.257296499
122,5026,2.597875937,-1.961451104,-10.60064508,18300000,8.217898206
123,5564,2.648283792,-1.81231594,-10.84772166,18450000,8.178499913
124,5506,2.654582457,-1.895112816,-11.66605646,18600000,8.140197115
125,5363,2.63606719,-1.981733291,-10.53220984,18750000,8.100898822
126,5126,2.614278803,-2.082709838,-10.6927136,18900000,8.062596023
127,5830,2.668627172,-1.996275224,-11.67256672,19050000,8.023197731
128,5489,2.634966034,-2.135416073,-10.46585866,19200000,7.983799438
129,5247,2.637693602,-2.429835906,-10.42336093,19350000,7.945496639
130,5005,2.609809388,-1.665567318,-10.87680699,19500000,7.906198347
131,5645,2.668412535,-2.39848959,-10.81434957,19650000,7.867895548
132,5634,2.642638968,-2.073846652,-10.51200365,19800000,7.828497255
133,5830,2.656728819,-2.295349716,-10.17307342,19950000,7.789098963
134,4429,2.574704119,-2.051339171,-8.561093796,20100000,7.750796164
135,4913,2.610181642,-2.298453798,-9.419184256,20250000,7.711497871
136,5319,2.642095087,-1.846052869,-10.85486096,20400000,7.672099579
137,5044,2.591787541,-1.910409701,-9.542044024,20550000,7.63379678
138,6018,2.687467972,-2.309744521,-10.4880381,20700000,7.594398487
139,5521,2.629148719,-1.767385555,-11.35473063,20850000,7.556095688
140,5524,2.660642992,-1.597449016,-10.69560021,21000000,7.516697395
141,5214,2.617449896,-1.839543801,-10.8184478,21150000,7.477399102
142,5379,2.642434726,-2.304918505,-10.43619562,21300000,7.439096304
143,5738,2.663875504,-0.99835456,-9.986051689,21450000,7.399698011
144,5390,2.652769275,-1.979613556,-10.11837103,21600000,7.360299718
145,5415,2.639745157,-1.228432713,-9.285259942,21750000,7.32199692
146,5989,2.682328328,-2.142402782,-11.24718678,21900000,7.282698627
147,6136,2.697321659,-2.399187727,-11.94506439,22050000,7.244395829
148,5728,2.668798343,-2.237539201,-12.23547463,22200000,7.204997536
149,5369,2.621982786,-2.181524957,-10.06367939,22350000,7.165599243
150,5990,2.672629481,-1.731248815,-10.02684123,22500000,7.127296445
151,5614,2.646865424,-1.913209548,-9.860995861,22650000,7.087998152
152,5800,2.661329776,-2.309710826,-9.926436476,22800000,7.048599859
153,5058,2.605400418,-1.201765865,-8.983991296,22950000,7.010297061
154,5519,2.65662937,-2.214710704,-12.0220619,23100000,6.970898768
155,5636,2.642583329,-1.841414268,-10.54462838,23250000,6.93259597
156,5441,2.637663381,-2.53010898,-9.599794664,23400000,6.893197677
157,5466,2.639225998,-1.536973642,-9.92674183,23550000,6.853899384
158,6019,2.682022615,-2.495861937,-11.14707019,23700000,6.815596586
159,5620,2.653777473,-1.692964672,-12.19924067,23850000,6.776198293
160,5182,2.629633749,-1.19148964,-9.115849607,24000000,6.737895494
161,5704,2.674204252,-1.908900735,-10.15517919,24150000,6.698497201
162,5996,2.67685786,-1.68069141,-10.21963816,24300000,6.659198909
163,5014,2.620670177,-1.943628343,-9.291019905,24450000,6.62089611
164,6223,2.712507421,-2.039438019,-11.09481162,24600000,6.581497818
165,5971,2.683711699,-2.599576181,-11.33631927,24750000,6.542099525
166,5981,2.677071215,-2.09954835,-11.4044949,24900000,6.503796726
167,5898,2.681454474,-1.925895269,-10.2656262,25050000,6.464498434
168,5358,2.647759731,-1.912047907,-9.278584933,25200000,6.426095635
169,5844,2.672686908,-1.849538345,-10.21588267,25350000,6.386797342
170,6418,2.723859999,-2.793885901,-11.9493615,25500000,6.34739905
171,6746,2.743014929,-1.669679273,-12.45889512,25650000,6.309096251
172,6301,2.712772078,-2.111273897,-11.1809907,25800000,6.269697958
173,5706,2.651901542,-2.377036687,-10.53864678,25950000,6.230399665
174,7005,2.804972628,-2.424822428,-12.02153774,26100000,6.192096866
175,6402,2.714706035,-2.065754518,-11.01005756,26250000,6.152698573
176,6492,2.719659222,-2.16101088,-11.87755739,26400000,6.114395775
177,6343,2.714240654,-2.150317038,-11.09843558,26550000,6.074997482
178,5850,2.676414065,-2.121411051,-10.21579956,26700000,6.035699189
179,5932,2.677501997,-1.692434774,-10.35898301,26850000,5.997396391
180,5980,2.692724894,-1.641933471,-11.99017532,27000000,5.957998098
181,6111,2.705644269,-2.038814101,-11.46262757,27150000,5.918599805
182,5689,2.660658618,-2.125700894,-10.86367532,27300000,5.880297007
183,6969,2.794144749,-2.906612316,-12.59918046,27450000,5.840998714
184,6479,2.735355445,-2.292912829,-12.35635208,27600000,5.802595916
185,6588,2.743676238,-1.607064263,-13.02478511,27750000,5.763297623
186,6459,2.725412089,-2.393127587,-11.693235,27900000,5.72389933
187,6870,2.790150064,-2.503916534,-12.26214932,28050000,5.685596532
188,6230,2.719330912,-2.3630766,-11.48334123,28200000,5.646198239
189,5765,2.680015978,-1.973861203,-10.26820945,28350000,5.606899946
190,6417,2.719297045,-3.08013561,-12.02346174,28500000,5.568597148
191,6232,2.697268924,-2.580801167,-10.95793709,28650000,5.529198855
192,5931,2.679332042,-2.639650949,-11.66861328,28800000,5.490896056
193,6622,2.755506734,-2.027836336,-11.76189448,28950000,5.451497764
194,6164,2.707142557,-1.767005639,-11.31000104,29100000,5.412199471
195,6360,2.722056437,-1.767616686,-11.0022931,29250000,5.373896672
196,6083,2.690742255,-2.44169023,-10.30365642,29400000,5.33449838
197,6328,2.718864516,-2.990052557,-10.95388061,29550000,5.296195581
198,7614,2.895758165,-2.860797883,-13.16857925,29700000,5.256797288
199,7245,2.826983683,-2.135102014,-14.05639189,29850000,5.217498996
0,6897,2.768422605,-3.360705125,-12.12612435,30000000,5.179096197
1,7363,2.860017049,-2.578486928,-13.98235487,30150000,5.139797904
2,6987,2.785704918,-2.131495009,-11.23822175,30300000,5.100399612
3,6938,2.776843372,-1.938037662,-11.67379789,30450000,5.062096813
4,7497,2.859063805,-3.123574426,-13.84662073,30600000,5.02269852
5,6660,2.757412923,-2.805453608,-11.35593221,30750000,4.984395722
6,6744,2.799108163,-2.312008951,-12.15206271,30900000,4.945097429
7,6521,2.748832018,-2.058224242,-11.095025,31050000,4.905699136
8,6225,2.7324454,-1.929846207,-11.20098852,31200000,4.867396338
9,5816,2.68380884,-1.633190255,-10.16331922,31350000,4.827998044
10,5898,2.692014822,-2.247504799,-9.963850497,31500000,4.788699751
11,9223,3.463742164,-3.137611915,-16.41542379,31650000,4.750396953
12,8675,3.055959211,-2.764891201,-13.77400702,31800000,4.71099866
13,8028,2.92023744,-2.653058608,-12.14395024,31950000,4.672695862
14,6848,2.773746487,-2.720128523,-11.90405815,32100000,4.633297569
15,6574,2.757099624,-2.797552486,-11.38946236,32250000,4.593999276
16,6511,2.724166721,-1.682422614,-11.49005578,32400000,4.555596478
17,5544,2.649265139,-2.149746825,-9.655951577,32550000,4.516298185
18,6044,2.681441025,-2.289665203,-10.95927029,32700000,4.476899892
19,5776,2.665083464,-2.015112362,-11.0285897,32850000,4.438597094
20,6609,2.764628076,-2.864376615,-12.7080948,33000000,4.399198801
21,5925,2.693112295,-1.975155296,-11.1880486,33150000,4.360896003
22,5636,2.660021968,-2.041953327,-10.70443967,33300000,4.32159771
23,4529,2.578724631,-1.899256399,-8.277079966,33450000,4.282199417
24,5317,2.638042337,-2.40135344,-9.766239149,33600000,4.243896619
25,6122,2.722130477,-2.800744327,-9.924698152,33750000,4.204498326
26,6059,2.697629196,-2.120672708,-11.08358788,33900000,4.166195527
27,5108,2.629833356,-1.873485744,-10.59799019,34050000,4.126897234
28,5401,2.642245492,-2.566156868,-11.06768759,34200000,4.087498942
29,5564,2.649523867,-1.608474235,-10.20416086,34350000,4.049196143
30,6056,2.691069628,-2.171787884,-11.06437226,34500000,4.009797851
31,5120,2.625944781,-1.612941376,-9.801116433,34650000,3.970499558
32,5838,2.676257096,-1.88565925,-10.33850435,34800000,3.932096759
33,5490,2.645491519,-1.792514698,-10.66924107,34950000,3.892798467
34,6218,2.692455853,-2.449650706,-11.44103149,35100000,3.854495668
35,5613,2.644372593,-1.655308136,-11.28500175,35250000,3.815097375
36,5681,2.666042294,-1.854432562,-9.362993568,35400000,3.775699083
37,6065,2.699288991,-2.541498798,-10.92974977,35550000,3.737396284
38,5163,2.640198259,-2.269105433,-9.329599458,35700000,3.698097991
39,5495,2.634540374,-1.898856532,-10.83405881,35850000,3.658699699
40,6991,2.776199624,-2.001393683,-12.24835661,36000000,3.6203969
41,5981,2.667178003,-2.068048046,-10.20504032,36150000,3.580998607
42,5894,2.675460422,-2.072761148,-10.38968283,36300000,3.542695809
43,5892,2.676620171,-1.735630125,-10.30793228,36450000,3.503397516
44,6326,2.723945899,-2.445711686,-10.3573598,36600000,3.463999222
45,7034,2.790793605,-2.293769185,-12.63865387,36750000,3.425696424
46,6004,2.692213634,-2.311204702,-11.0879617,36900000,3.386298131
47,6614,2.772207945,-3.140118363,-12.23964701,37050000,3.346999838
48,6489,2.764295849,-2.41404222,-12.07216446,37200000,3.30859704
49,5913,2.690764738,-1.837693842,-10.37288328,37350000,3.269298747
50,5554,2.662328479,-1.942862162,-11.37083411,37500000,3.230995949
51,5748,2.649671121,-1.683108582,-9.747290353,37650000,3.191597656
52,6232,2.703931357,-2.348884112,-10.88763695,37800000,3.152199363
53,6258,2.705084454,-2.127196822,-11.24953436,37950000,3.113896565
54,6411,2.737475373,-2.675887405,-11.94034183,38100000,3.074598272
55,6090,2.699280253,-1.93524459,-11.28350884,38250000,3.035199979
56,6513,2.757818988,-2.294720125,-13.11760624,38400000,2.996897181
57,6360,2.720530415,-1.693947469,-12.14188836,38550000,2.957498888
58,6008,2.708564036,-1.747626843,-10.470394,38700000,2.919196089
59,6769,2.767672926,-2.558635302,-12.6577902,38850000,2.879897797
60,6440,2.733413264,-2.653176249,-10.25474422,39000000,2.840499504
61,6373,2.71481635,-2.273505436,-11.39932638,39150000,2.802196705
62,6931,2.783479885,-1.822311947,-11.60937086,39300000,2.762798413
63,6244,2.708024963,-2.040261543,-10.33535389,39450000,2.724495614
64,6198,2.714407962,-2.369056823,-11.72673919,39600000,2.685097321
65,7132,2.796166858,-2.012599513,-12.42979455,39750000,2.645799029
66,5980,2.688732046,-1.943261775,-10.3564376,39900000,2.60749623
67,6765,2.761136013,-3.039775764,-13.07594114,40050000,2.568097937
68,6514,2.731542065,-2.921712447,-11.18659428,40200000,2.528699645
69,6261,2.705884611,-2.080355574,-10.61648201,40350000,2.490396846
70,5722,2.677962429,-2.184283115,-9.701539239,40500000,2.451098553
71,6444,2.739725893,-2.099982408,-11.24715836,40650000,2.412795755
72,6359,2.725962672,-1.494743066,-10.63562621,40800000,2.373397462
73,6458,2.761951815,-2.194056865,-12.20053515,40950000,2.333999169
74,6492,2.756066387,-2.447894848,-11.99537862,41100000,2.295696371
75,6856,2.779036348,-3.109741881,-11.733217,41250000,2.256398078
76,7095,2.779338748,-2.095031746,-11.71101418,41400000,2.216999785
77,7020,2.786116588,-3.056007213,-11.53180567,41550000,2.178696987
78,6421,2.729635064,-2.480850812,-11.22841343,41700000,2.139298694
79,6945,2.781495916,-1.961312343,-12.0208909,41850000,2.100995895
80,7120,2.79627663,-2.0892406,-11.1348015,42000000,2.061597602
81,7128,2.799960845,-2.576414306,-13.41663237,42150000,2.022299309
82,7194,2.825742917,-1.967496622,-12.71730289,42300000,1.983996511
83,6642,2.766283735,-2.570129464,-11.39364321,42450000,1.944598218
84,6936,2.789681322,-1.905645931,-11.65234473,42600000,1.905199925
85,6958,2.816426801,-2.742073321,-13.57890382,42750000,1.866897127
86,5910,2.692732616,-2.180696044,-10.29136354,42900000,1.827598834
87,6919,2.792283809,-2.79469854,-12.16672609,43050000,1.789296036
88,6746,2.777853687,-2.449099139,-12.32825367,43200000,1.749897743
89,6655,2.735609562,-2.588513936,-10.31297797,43350000,1.71049945
90,6098,2.716019208,-2.112252827,-10.6198359,43500000,1.672196652
91,6774,2.767438316,-2.255455429,-11.69533063,43650000,1.632898359
92,7308,2.821709797,-2.90757351,-12.81788329,43800000,1.59459556
93,6562,2.727211297,-2.572624055,-11.41513195,43950000,1.555197268
94,6527,2.763771169,-2.363616658,-12.51502445,44100000,1.515798975
95,7045,2.780254884,-2.807069646,-11.80259715,44250000,1.477496176
96,7233,2.812670451,-2.54120403,-11.83031518,44400000,1.438097884
97,6877,2.783569446,-2.888595632,-12.98926803,44550000,1.398799591
98,6904,2.763325492,-2.461179528,-10.97835227,44700000,1.360496792
99,7256,2.827196262,-2.334636395,-12.07349874,44850000,1.3210985
100,7268,2.820152262,-2.654282992,-11.71839687,45000000,1.282795701
101,6985,2.794630445,-1.835386164,-12.49808818,45150000,1.243397408
102,6909,2.78167601,-2.932662081,-13.04569304,45300000,1.204099116
103,6767,2.756914213,-2.456718191,-11.63032731,45450000,1.165796317
104,7276,2.812322174,-2.121274385,-11.41067457,45600000,1.126398024
105,7519,2.868565917,-2.304395815,-12.73480819,45750000,1.086999732
106,6699,2.760987867,-2.493969839,-11.0702641,45900000,1.048696933
107,7163,2.815725238,-2.235716084,-12.28886607,46050000,1.00939864
108,7336,2.837208723,-3.136522377,-12.92778887,46200000,0.971095842
109,6814,2.780072395,-2.314918542,-11.71830245,46350000,0.931697549
110,6969,2.799013569,-2.041648649,-11.76400142,46500000,0.892299256
111,7316,2.818090931,-2.512730926,-12.89657331,46650000,0.853996458
112,6586,2.729626064,-2.789816453,-10.89792288,46800000,0.814598165
113,7088,2.804727709,-2.381379584,-12.88524909,46950000,0.775299872
114,7401,2.828289838,-2.566512623,-11.42580387,47100000,0.736997073
115,7102,2.815717595,-2.822230204,-11.77213049,47250000,0.69759878
116,7716,2.883841288,-2.044227393,-12.64937661,47400000,0.659295982
117,7966,2.93556893,-1.957258341,-13.30733716,47550000,0.619897689
118,8512,3.061076567,-2.739383564,-15.26406624,47700000,0.580599396
119,8176,2.980357952,-2.230929149,-13.51804656,47850000,0.542296598
120,7229,2.832237614,-2.153973349,-13.99505236,48000000,0.502898305
121,7660,2.892072356,-3.168947962,-14.58511806,48150000,0.464595506
122,7293,2.816023555,-2.145302982,-11.41219529,48300000,0.425197214
123,7407,2.82015831,-2.529405419,-12.02366867,48450000,0.385898921
124,7476,2.83728413,-2.965718792,-11.9517769,48600000,0.347596122
125,7901,2.979550829,-2.273600218,-12.23501886,48750000,0.30819783
126,9690,3.355663834,-3.049794399,-12.33476222,48900000,0.268799537
127,8061,2.899201777,-2.98739775,-10.51279375,49050000,0.230496738
128,6863,2.766699819,-2.209324305,-9.49351366,49200000,0.191098446
129,4789,2.588684125,-2.138609583,-7.602219493,49350000,0.152795647
130,4314,2.551248389,-1.890476274,-7.749777835,49500000,0.113497354
131,2769,2.483322599,-1.244453687,-6.294134113,49650000,0.074099062
132,2714,2.480134137,-1.190903527,-6.782944126,49800000,0.035796263
133,2347,2.46484371,-0.445235021,-6.479486029,49950000,14.17739797
134,2774,2.473294885,-1.134957587,-6.708552712,50100000,14.13809968
135,2480,2.460940796,-0.941083699,-7.357883265,50250000,14.09979688
136,3207,2.498795647,-0.996253588,-7.72231023,50400000,14.06039859
137,2985,2.496460609,-0.836367752,-7.108327907,50550000,14.02209579
138,3848,2.539364708,-1.263625064,-7.917877969,50700000,13.9826975
139,3683,2.524868559,-0.971333321,-7.821126683,50850000,13.94339921
140,2757,2.478020418,-1.265686928,-7.411060176,51000000,13.90509641
141,2714,2.482823906,-0.259513416,-6.752942134,51150000,13.86569811
142,2575,2.478257518,-0.957787348,-6.982735109,51300000,13.82629982
143,1945,2.444030391,-0.496722842,-6.850761036,51450000,13.78799702
144,3110,2.489491709,-1.58214513,-8.091524456,51600000,13.74859873
145,2798,2.488910952,-0.837811088,-7.370698557,51750000,13.71029593
146,2883,2.478905657,-0.979137292,-7.936903519,51900000,13.67099764
147,2392,2.470226507,-0.621883304,-6.54352669,52050000,13.63159935
148,2770,2.485402608,-0.614135304,-7.213369765,52200000,13.59329655
149,2055,2.456671773,-0.768473587,-6.779929981,52350000,13.55389825
150,2486,2.461506477,-0.812020027,-6.924804,52500000,13.51459996
151,2106,2.453563116,-0.802735027,-6.4118826,52650000,13.47629716
152,2320,2.460606484,-0.455688358,-7.25629345,52800000,13.43689887
153,2604,2.473119574,-0.60280427,-7.475837303,52950000,13.39859607
154,2551,2.463509033,-1.08139089,-7.511042675,53100000,13.35919778
155,2631,2.471529144,-0.621961867,-7.439700631,53250000,13.31989949
156,2179,2.444974193,-0.610936204,-6.50579531,53400000,13.28159669
157,2636,2.464021165,-1.267308024,-7.148273732,53550000,13.2421984
158,2641,2.475721487,-0.631157288,-7.540556728,53700000,13.2038956
159,2803,2.487772481,-0.553902371,-7.338049531,53850000,13.1644973
160,1893,2.447279226,-0.407430305,-6.930312113,54000000,13.12509901
161,2835,2.479108348,-0.481416143,-7.726678219,54150000,13.08679621
162,2604,2.482191342,-0.590272249,-6.337680493,54300000,13.04749792
163,2442,2.473975817,-0.868469078,-6.717018602,54450000,13.00809963
164,2773,2.477936331,-1.349971708,-6.915249573,54600000,12.96979683
165,3006,2.494172105,-1.055436475,-8.187257882,54750000,12.93039854
166,2851,2.494032,-0.779525653,-7.565447373,54900000,12.89209574
167,3530,2.520366261,-1.030094641,-8.397971466,55050000,12.85279744
168,3235,2.50449705,-0.869102377,-8.320332184,55200000,12.81339915
169,3141,2.486585615,-1.104313092,-8.169713763,55350000,12.77509635
170,3102,2.485587272,-0.944824684,-7.585193648,55500000,12.73569806
171,3108,2.502021367,-0.935739692,-8.030621295,55650000,12.69639977
172,3239,2.512066711,-1.044345109,-7.59467466,55800000,12.65809697
173,3139,2.495050937,-1.472274278,-8.22558957,55950000,12.61869868
174,2742,2.480098589,-0.888538876,-7.976072613,56100000,12.58039588
175,3207,2.507292189,-0.78174479,-8.056038327,56250000,12.54099759
176,3568,2.516645887,-1.279988266,-8.942190818,56400000,12.50159929
177,3177,2.497284371,-1.328627841,-7.877447055,56550000,12.46329649
178,2796,2.484644076,-0.629259425,-6.610551058,56700000,12.4239982
179,3145,2.509211118,-0.59739242,-8.121232117,56850000,12.38459991
180,3784,2.53215862,-1.535270838,-8.962130521,57000000,12.34629711
181,3560,2.525788009,-1.11499379,-8.737697419,57150000,12.30689882
182,3902,2.534652526,-1.465426718,-8.836679278,57300000,12.26859602
183,4083,2.543357657,-1.687026731,-8.741306664,57450000,12.22929773
184,3444,2.51120638,-1.2335135,-8.245484012,57600000,12.18989943
185,3631,2.54018704,-1.498357383,-8.293016747,57750000,12.15159663
186,4245,2.558395055,-1.419077632,-8.787921871,57900000,12.11219834
187,3614,2.521765501,-1.115172565,-8.416650509,58050000,12.07389554
188,3995,2.545686406,-1.273534956,-7.844279538,58200000,12.03459725
189,3494,2.526099678,-1.398409383,-8.279929593,58350000,11.99519896
190,3928,2.548116674,-1.210456582,-7.971736219,58500000,11.95689616
191,4064,2.555729513,-1.591419594,-8.992870423,58650000,11.91749787
192,3275,2.511337492,-0.811593682,-7.348798762,58800000,11.87809957
193,3947,2.546795847,-1.224816602,-8.120109559,58950000,11.83979677
194,3504,2.509167085,-1.08007839,-9.186722763,59100000,11.80049848
195,4402,2.569504554,-1.205061684,-9.797931998,59250000,11.76219568
196,4025,2.54637299,-1.552433645,-8.698224942,59400000,11.72279739
